"ProductNameLong","Description","CompanyName","PackageIdentifier","TypeName","SpecificProductID","SpecificDrugProductID","GenericDrugProductID","EquivalenceCodes","BrandGenericStatus","LicenseTypeName","LegendStatus","MarketStatus","OffMarketDate","Repackaged","PrivateLabel","DEAClassification","ReplacedByPackageID","MarketClasses","PackageSize","Ingredients","OnMarketDate","WACBeginDate","WACPrice","WACPriceChange","WACUnitPrice"
"Impoyz 0.025% Topical Cream","tube, 60 grams Clobetasol Prop 0.025%, Topical cream","Encore Dermatology, Inc.","69482-0700-60","NDC",25700,21119,3402,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Plain Topical Corticosteroids (Topical)",60.0000,"(882) Clobetasol Propionate","2018-01-12 00:00:00","2018-12-31","490.50","(+) 9.00","8.17500"
"Atenolol 25mg Tablet","bottle, 1,000 each Atenolol 25mg, Oral tablet","Rising Pharmaceuticals Inc","64980-0437-10","NDC",433,409,237,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",1000.0000,"(183) Atenolol","2017-12-29 00:00:00","2018-11-01","34.05","(-) 63.65","0.03405"
"Atenolol 25mg Tablet","bottle, 100 each Atenolol 25mg, Oral tablet","Rising Pharmaceuticals Inc","64980-0437-01","NDC",433,409,237,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",100.0000,"(183) Atenolol","2017-12-29 00:00:00","2018-11-01","3.41","(-) 67.24","0.03410"
"Atenolol 50mg Tablet","bottle, 1,000 each Atenolol 50mg, Oral tablet","Rising Pharmaceuticals Inc","64980-0438-10","NDC",434,410,237,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",1000.0000,"(183) Atenolol","2017-12-29 00:00:00","2018-11-01","34.67","(-) 71.16","0.03467"
"Atenolol 50mg Tablet","bottle, 100 each Atenolol 50mg, Oral tablet","Rising Pharmaceuticals Inc","64980-0438-01","NDC",434,410,237,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Oral); Anti-arrhythmics, Class II (Oral)",100.0000,"(183) Atenolol","2017-12-29 00:00:00","2018-11-01","3.47","(-) 74.02","0.03470"
"Cortenema 100mg/60ml Rectal Enema","box, 7 bottles, 60 ml Hydrocortisone 100mg/60mL, Rectal enema, suspension","ANI Pharmaceuticals, Inc.","62559-0111-07","NDC",1606,1444,842,"AB","Generic","NDA","Rx","On",,"No","No","NA",,"Topical Anti-hemorrhoidals with Corticosteroids (Rectal)",420.0000,"(1570) Hydrocortisone","2013-04-19 00:00:00","2019-02-01","133.03","(+) 70.61","0.31673"
"Prolensa 0.07% Ophthalmic Solution","bottle, dropper, 3 ml Bromfenac Sodium 0.07%, Ophthalmic drops, solution","Bausch Health US, LLC","24208-0602-03","NDC",20805,17498,5858,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Ophthalmological Non-steroidal Anti-inflammatories (Ophthalmic)",3.0000,"(3336) Bromfenac Sodium","2013-04-15 00:00:00","2019-01-18","266.67","(+) 5.99","88.89000"
"Afinitor DISPERZ 2mg Tablet for Suspension","box, 4 single item blister cards, 7 each Everolimus 2mg, Tablet for oral suspension","Novartis Pharmaceuticals Corporation","00078-0626-51","NDC",20806,17499,11122,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Small Molecule Antineoplastic Mammillian Target of Rapamycin (mTOR) Inhibitors (Oral)",28.0000,"(684) Everolimus","2013-04-25 00:00:00","2019-01-15","14941.34","(+) 8.00","533.61928"
"Dihydroergotamine Mesylate 4mg/ml Nasal Spray","box, 8 vials, 1 ml Dihydroergotamine Mesylate 4mg/1mL, Nasal spray, solution","Bausch Health US, LLC","68682-0357-10","NDC",7300,5488,3921,"NR","Generic","AG","Rx","On",,"No","No","NA",,"Ergot Alkaloids (Nasal)",8.0000,"(1107) Dihydroergotamine Mesylate","2013-04-15 00:00:00","2019-01-18","3359.65","(+) 2.00","419.95625"
"Afinitor DISPERZ 3mg Tablet for Suspension","box, 4 single item blister cards, 7 each Everolimus 3mg, Tablet for oral suspension","Novartis Pharmaceuticals Corporation","00078-0627-51","NDC",20817,17510,11122,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Small Molecule Antineoplastic Mammillian Target of Rapamycin (mTOR) Inhibitors (Oral)",28.0000,"(684) Everolimus","2013-04-25 00:00:00","2019-01-15","15091.01","(+) 7.99","538.96464"
"Afinitor DISPERZ 5mg Tablet for Suspension","box, 4 single item blister cards, 7 each Everolimus 5mg, Tablet for oral suspension","Novartis Pharmaceuticals Corporation","00078-0628-51","NDC",20818,17511,11122,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Small Molecule Antineoplastic Mammillian Target of Rapamycin (mTOR) Inhibitors (Oral)",28.0000,"(684) Everolimus","2013-04-25 00:00:00","2019-01-15","15706.71","(+) 8.00","560.95392"
"Gralise 300mg Tablet","bottle, 90 each Gabapentin 300mg, Oral tablet, extended release","Assertio Therapeutics, Inc","13913-0004-19","NDC",18187,15049,9329,"BX","Brand","NDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",90.0000,"(1404) Gabapentin","2013-04-12 00:00:00","2019-02-08","839.42","(+) 9.90","9.32689"
"Albuterol Sulfate 0.083% Solution for Inhalation","box, 60 vials, 3 ml Albuterol SO4 0.083%, Nebulizer solution","Mylan Pharmaceuticals Inc.","00378-8270-91","NDC",1901,1678,500,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Short-Acting Beta-2 Agonists (SABA) (Respiratory (Inhalation))",180.0000,"(48) Albuterol Sulfate","2013-04-11 00:00:00","2019-05-15","9.60","(-) 32.86","0.05333"
"Duragesic 25mcg/hr Transdermal Patch","box, 5 each Fentanyl 25mcg/1h, Transdermal Patch - 72 Hour","Janssen Pharmaceuticals, Inc","50458-0091-05","NDC",3888,3115,1402,"AB","Brand","NDA","Rx","On",,"No","No","schedule II",,"Opioid Agonists (Transdermal)",5.0000,"(711) Fentanyl","2009-08-24 00:00:00","2019-01-10","229.62","(+) 6.39","45.92400"
"Dilantin 30mg Extended-Release Capsule","bottle, 100 each Phenytoin Sod 30mg, Oral capsule, extended release","Pfizer Inc.","00071-3740-66","NDC",9401,7102,477,"AB","Brand","aNDA","Rx","On",,"No","No","NA",,"Anticonvulsants, Hydantoins (Oral)",100.0000,"(2205) Phenytoin Sodium","2009-08-10 00:00:00","2019-01-15","111.86","(+) 5.00","1.11860"
"Oxaliplatin 100mg/20ml Solution for Injection","vial, 20 ml Oxaliplatin 5mg/1mL, Solution for injection","Hospira Worldwide, Inc., a Pfizer Company","61703-0363-22","NDC",6933,5217,3714,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Platinum Compounds (Intravenous)",20.0000,"(788) Oxaliplatin","2009-08-11 00:00:00","2019-04-15","86.84","(-) 21.05","4.34200"
"Oxaliplatin 50mg/10ml Solution for Injection","vial, 10 ml Oxaliplatin 5mg/1mL, Solution for injection","Hospira Worldwide, Inc., a Pfizer Company","61703-0363-18","NDC",6933,5217,3714,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Platinum Compounds (Intravenous)",10.0000,"(788) Oxaliplatin","2009-08-11 00:00:00","2019-04-15","43.42","(-) 21.05","4.34200"
"Prempro 0.3mg-1.5mg Tablet","blister pack, 28 each Conj Estrogens 0.3mg, Medroxyprogesterone Acetate 1.5mg, Oral tablet","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc","00046-1105-11","NDC",165,154,92,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogen with Progestogen Combinations, Excluding Hormonal Contraceptives (Oral)",28.0000,"(924) Conjugated Estrogens; (1921) Medroxyprogesterone Acetate","2009-09-21 00:00:00","2019-01-15","193.14","(+) 5.00","6.89785"
"Prempro 0.45mg-1.5mg Tablet","blister pack, 28 each Conj Estrogens 0.45mg, Medroxyprogesterone Acetate 1.5mg, Oral tablet","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc","00046-1106-11","NDC",153,143,92,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogen with Progestogen Combinations, Excluding Hormonal Contraceptives (Oral)",28.0000,"(924) Conjugated Estrogens; (1921) Medroxyprogesterone Acetate","2009-09-21 00:00:00","2019-01-15","193.14","(+) 5.00","6.89785"
"Enalaprilat 1.25mg/ml Solution for Injection","box, 10 vials, 2 ml Enalaprilat 1.25mg/1mL, Solution for injection","Hikma Pharmaceuticals USA inc.","00143-9786-10","NDC",3891,3118,2117,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Angiotensin Converting Enzyme Inhibitors/ACEIs (Intravenous)",20.0000,"(1232) Enalaprilat","2009-09-14 00:00:00","2019-01-01","71.44","(+) 30.00","3.57200"
"Enalaprilat 1.25mg/ml Solution for Injection","box, 10 vials, 1 ml Enalaprilat 1.25mg/1mL, Solution for injection","Hikma Pharmaceuticals USA inc.","00143-9787-10","NDC",3891,3118,2117,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Angiotensin Converting Enzyme Inhibitors/ACEIs (Intravenous)",10.0000,"(1232) Enalaprilat","2009-09-14 00:00:00","2019-01-01","40.00","(+) 29.99","4.00000"
"Sabril 500mg Tablet","bottle, 100 each Vigabatrin 500mg, Oral tablet","Lundbeck Inc.","67386-0111-01","NDC",16710,13679,8650,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Anticonvulsants, GABA-T Inhibitors (Oral)",100.0000,"(3909) Vigabatrin","2009-09-08 00:00:00","2019-01-07","14611.73","(+) 9.89","146.11730"
"Sabril 500mg Powder for Solution","box, 50 packets, 1 each Vigabatrin 500mg, Oral powder","Lundbeck Inc.","67386-0211-65","NDC",16709,13678,8649,"AA","Brand","NDA","Rx","On",,"No","No","NA",,"Anticonvulsants, GABA-T Inhibitors (Oral)",50.0000,"(3909) Vigabatrin","2009-09-08 00:00:00","2019-01-07","7305.87","(+) 9.90","146.11740"
"Extavia 0.3mg Powder for Injection Kit","box, 15 trays, 1 each Interferon Beta-1b (E. coli) 0.3mg, Lyophilisate for solution for injection and 1 each 27 gauge, needle with vial adapter, 2 each Alcohol Pad or Swab, 1 each Sodium Chloride 0.54%, for Injection","Novartis Pharmaceuticals Corporation","00078-0569-12","NDC",15799,5082,3625,"NR","Generic","BLA","Rx","On",,"No","No","NA",,"Interferons, Beta (Subcutaneous)",15.0000,"(1332) Interferon Beta-1b (E. coli)","2009-08-28 00:00:00","2019-01-15","6682.37","(+) 6.00","445.49133"
"Topiramate 25mg Extended-Release Capsule","bottle, 30 each Topiramate 25mg, Oral capsule, extended release sprinkles 24 hour","Upsher-Smith Laboratories, LLC","00832-1071-30","NDC",21930,18557,11832,"BC","Generic","AG","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2014-07-09 00:00:00","2018-12-14","195.18","(+) 9.89","6.50600"
"Topiramate 50mg Extended-Release Capsule","bottle, 30 each Topiramate 50mg, Oral capsule, extended release sprinkles 24 hour","Upsher-Smith Laboratories, LLC","00832-1072-30","NDC",22045,18663,11832,"BC","Generic","AG","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2014-07-09 00:00:00","2018-12-14","254.23","(+) 9.89","8.47433"
"Topiramate 100mg Extended-Release Capsule","bottle, 30 each Topiramate 100mg, Oral capsule, extended release sprinkles 24 hour","Upsher-Smith Laboratories, LLC","00832-1074-30","NDC",22043,18661,11832,"BC","Generic","AG","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2014-07-09 00:00:00","2018-12-14","503.69","(+) 9.89","16.78967"
"Topiramate 150mg Extended-Release Capsule","bottle, 30 each Topiramate 150mg, Oral capsule, extended release sprinkles 24 hour","Upsher-Smith Laboratories, LLC","00832-1075-30","NDC",22046,18664,11832,"NR","Generic","AG","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2014-07-09 00:00:00","2018-12-14","619.55","(+) 9.89","20.65167"
"Topiramate 200mg Extended-Release Capsule","bottle, 30 each Topiramate 200mg, Oral capsule, extended release sprinkles 24 hour","Upsher-Smith Laboratories, LLC","00832-1073-30","NDC",22044,18662,11832,"BC","Generic","AG","Rx","On",,"No","No","NA",,"Anticonvulsants, Miscellaneous (Oral)",30.0000,"(1506) Topiramate","2014-07-09 00:00:00","2018-12-14","689.04","(+) 9.89","22.96800"
"Fluphenazine Decanoate 125mg/5mL Solution for Injection","vial, 5 ml Fluphenazine Decanoate 25mg/1mL, Oil for injection","Par Pharmaceuticals, an Endo Company","42023-0129-01","NDC",10158,7822,5534,"AO","Generic","aNDA","Rx","On",,"No","No","NA",,"First Generation Antipsychotics (Intramuscular); First Generation Antipsychotics (Subcutaneous)",5.0000,"(733) Fluphenazine Decanoate","2014-07-09 00:00:00","2018-08-01","78.00","(-) 42.11","15.60000"
"ARNUITY ELLIPTA 100mcg/actuation Powder for Inhalation","box, 1 strip packs, 14 each Fluticasone Furoate 100mcg/1actuation, Inhalation powder and 1 each Blister Aerosolizer/Inhalation Unit","GlaxoSmithKline Group of Companies","00173-0874-14","NDC",22160,18771,11959,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",14.0000,"(3678) Fluticasone Furoate","2015-01-12 00:00:00","2019-01-01","80.99","(+) 3.00","5.78500"
"ARNUITY ELLIPTA 200mcg/actuation Powder for Inhalation","box, 1 strip packs, 14 each Fluticasone Furoate 200mcg/1actuation, Inhalation powder and 1 each Blister Aerosolizer/Inhalation Unit","GlaxoSmithKline Group of Companies","00173-0876-14","NDC",22348,18938,11959,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",14.0000,"(3678) Fluticasone Furoate","2015-01-12 00:00:00","2019-01-01","108.44","(+) 3.00","7.74571"
"INCRUSE ELLIPTA 62.5mcg/actuation Powder for Inhalation","box, 1 strip packs, 7 each Umeclidinium 62.5mcg/1actuation, Inhalation powder and 1 each Blister Aerosolizer/Inhalation Unit","GlaxoSmithKline Group of Companies","00173-0873-06","NDC",21986,18609,11862,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Respiratory Long-Acting Muscarinic Antagonists (LAMA) (Respiratory (Inhalation))",7.0000,"(5100) Umeclidinium","2015-01-12 00:00:00","2019-01-01","70.74","(+) 2.99","10.10571"
"BLINCYTO 35mcg Powder for Injection","box, 2 vials, 1 each Blinatumomab 35mcg, Lyophilisate for solution for injection and 10 ml IV Solution Stabilizer","Amgen Inc","55513-0160-01","NDC",22355,18944,12068,"NR","Brand","BLA","Rx","On",,"No","No","NA",,"Miscellaneous Monoclonal Antibodies that Target Cell Surface Receptors (Intravenous)",1.0000,"(4915) Blinatumomab","2014-12-17 00:00:00","2019-01-17","3818.65","(+) 2.99","3818.65000"
"Cabergoline 0.5mg Tablet","bottle, 8 each Cabergoline 0.5mg, Oral tablet","Greenstone Ltd","59762-1005-01","NDC",3872,3103,2106,"AB","Generic","AG","Rx","On",,"No","No","NA",,"Prolactin Inhibitors (Oral); Anti-Parkinson drugs, Dopamine Agonists (Oral)",8.0000,"(334) Cabergoline","2014-12-05 00:00:00","2018-11-02","62.38","(-) 16.88","7.79750"
"Kombiglyze XR 2.5mg-1000mg Extended Release Tablet","bottle, 60 each Saxagliptin 2.5mg, Metformin HCl 1,000mg, Oral tablet, extended release","AstraZeneca Pharmaceuticals LP","00310-6125-60","NDC",17988,14860,9229,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Dipeptidyl Peptidase-4 (DPP-4) Inhibitors Antidiabetic Combinations (Oral)",60.0000,"(3902) Saxagliptin; (1958) Metformin Hydrochloride","2014-12-04 00:00:00","2019-01-01","420.49","(+) 3.00","7.00816"
"Divigel 0.1% Transdermal Gel (0.25mg/day)","box, 30 packets, 1 each Estradiol 0.1%, Topical gel","Vertical Pharmaceuticals Inc","68025-0065-30","NDC",14560,11822,2140,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",30.0000,"(648) Estradiol","2014-12-05 00:00:00","2019-03-08","132.92","(+) 7.49","4.43067"
"Esmolol Hydrochloride in Water 2,500mg/250mL Premixed Solution for Injection","bag, 250 ml Esmolol HCl 10mg/1mL, Solution for injection","WG Critical Care, LLC, a PharmaSphere Company","44567-0811-10","NDC",2385,2016,1273,"NR","Generic","NDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Intravenous); Anti-arrhythmics, Class II (Intravenous)",250.0000,"(644) Esmolol Hydrochloride","2018-03-01 00:00:00","2018-11-15","176.00","(-) 24.13","0.70400"
"Esmolol Hydrochloride in Water 2,000mg/100mL Double Strength Premixed Solution for Injection","bag, 100 ml Esmolol HCl 20mg/1mL, Solution for injection","WG Critical Care, LLC, a PharmaSphere Company","44567-0812-10","NDC",12868,10429,1273,"NR","Generic","NDA","Rx","On",,"No","No","NA",,"Selective Beta-Blockers (Intravenous); Anti-arrhythmics, Class II (Intravenous)",100.0000,"(644) Esmolol Hydrochloride","2018-03-01 00:00:00","2018-11-15","200.00","(-) 21.87","2.00000"
"Erleada 60mg Tablet","bottle, 120 each Apalutamide 60mg, Oral tablet","Janssen Biotech, Inc.","59676-0600-12","NDC",25740,21152,13412,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Cytostatic Anti-androgens (Oral)",120.0000,"(5871) Apalutamide","2018-02-14 00:00:00","2019-01-10","11673.48","(+) 6.90","97.27900"
"Calcium Chloride 10% Solution for Injection","box, 10 vials, 10 ml Calcium Cl 10%, Solution for injection","American Regent Inc, a division of Luitpold Pharmaceuticals","00517-6710-10","NDC",4926,3825,485,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Calcium Supplements (Intravenous)",100.0000,"(354) Calcium Chloride","2018-02-28 00:00:00","2019-05-13","202.20","(+) 9.00","2.02200"
"Calcium Chloride 10% Solution for Injection","vial, 10 ml Calcium Cl 10%, Solution for injection","American Regent Inc, a division of Luitpold Pharmaceuticals","00517-6710-01","NDC",4926,3825,485,"AP","Generic","aNDA","Rx","On",,"No","No","NA",,"Calcium Supplements (Intravenous)",10.0000,"(354) Calcium Chloride","2018-02-28 00:00:00","2019-05-13","20.22","(+) 9.00","2.02200"
"PediaSure HARVEST 1 Cal Complete Nutrition Blend Enteral Suspension","container 237 ml Nutritional Item","Abbott Nutrition","70074-066673","UPC",25741,,,"NA","Brand","Dietary Supp","OTC","On",,"No","No","NA",,"",237.0000,"","2018-03-01 00:00:00","2019-02-01","4.16","(+) 12.43","0.01755"
"Dehydrated Alcohol 98% Solution for Injection","box, 5 vials, 1 ml Alcohol, Dehydrated 98%, Solution for injection","Flon Laboratories LLC","71414-0301-05","NDC",5598,4276,1243,"NA","Generic","Unapproved Drug","Rx","On",,"No","No","NA",,"Alcohol Solutions (Intravenous)",5.0000,"(51) Alcohol, Dehydrated","2018-01-01 00:00:00","2018-10-01","298.31","(-) 14.39","59.66200"
"Dehydrated Alcohol 98% Solution for Injection","box, 5 vials, 5 ml Alcohol, Dehydrated 98%, Solution for injection","Flon Laboratories LLC","71414-0305-05","NDC",5598,4276,1243,"NA","Generic","Unapproved Drug","Rx","On",,"No","No","NA",,"Alcohol Solutions (Intravenous)",25.0000,"(51) Alcohol, Dehydrated","2018-01-01 00:00:00","2018-10-01","465.00","(+) 6.74","18.60000"
"Memantine Hydrochloride 7mg Extended-Release Capsule","bottle, 30 each Memantine 7mg, Oral capsule, extended release","Lupin Pharmaceuticals, Inc.","68180-0246-06","NDC",18231,15087,9352,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-Alzheimer Drugs, NMDA Receptor Antagonists (Oral)",30.0000,"(1929) Memantine","2018-02-20 00:00:00","2018-08-01","183.36","(-) 50.00","6.11200"
"VESIcare 5mg Tablet","box, 10 unit dose strips, 10 each Solifenacin Succinate 5mg, Oral tablet","Astellas Pharma US, Inc.","51248-0150-52","NDC",8169,6142,4401,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",100.0000,"(2724) Solifenacin Succinate","2005-01-27 00:00:00","2019-01-08","1285.03","(+) 5.99","12.85030"
"VESIcare 5mg Tablet","bottle, 30 each Solifenacin Succinate 5mg, Oral tablet","Astellas Pharma US, Inc.","51248-0150-01","NDC",8169,6142,4401,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",30.0000,"(2724) Solifenacin Succinate","2005-01-27 00:00:00","2019-01-08","385.51","(+) 5.99","12.85033"
"VESIcare 5mg Tablet","bottle, 90 each Solifenacin Succinate 5mg, Oral tablet","Astellas Pharma US, Inc.","51248-0150-03","NDC",8169,6142,4401,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Antimuscarinics (Oral)",90.0000,"(2724) Solifenacin Succinate","2005-01-27 00:00:00","2019-01-08","1156.53","(+) 5.99","12.85033"
"Aygestin 5mg Tablet","bottle, 50 each Norethindrone Acetate 5mg, Oral tablet","Teva Women's Health, Inc.","51285-0424-10","NDC",2753,2291,1460,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Progestogens (Oral)",50.0000,"(740) Norethindrone Acetate","2004-06-07 00:00:00","2019-01-01","238.20","(+) 9.41","4.76400"
"Ziac 2.5mg-6.25mg Tablet","bottle, 100 each Bisoprolol Fumarate 2.5mg, Hydrochlorothiazide 6.25mg, Oral tablet","Teva Women's Health, Inc.","51285-0047-02","NDC",347,325,199,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Beta-Blocking Agent and Diuretic Combinations (Oral)",100.0000,"(274) Bisoprolol Fumarate; (637) Hydrochlorothiazide","2005-01-27 00:00:00","2019-01-01","646.40","(+) 9.40","6.46400"
"Ziac 5mg-6.25mg Tablet","bottle, 100 each Bisoprolol Fumarate 5mg, Hydrochlorothiazide 6.25mg, Oral tablet","Teva Women's Health, Inc.","51285-0050-02","NDC",348,326,199,"AB","Brand","NDA","Rx","On",,"No","No","NA",,"Beta-Blocking Agent and Diuretic Combinations (Oral)",100.0000,"(274) Bisoprolol Fumarate; (637) Hydrochlorothiazide","2005-01-27 00:00:00","2019-01-01","646.40","(+) 9.40","6.46400"
